title,originallink,link,description,pubDate
네이버·두나무 '빅딜' 현실화...증권가 &quot;블록체인·AI 융합 플랫폼으로...,https://www.techm.kr/news/articleView.html?idxno=145307,https://www.techm.kr/news/articleView.html?idxno=145307,"이번 거래는 네이버의 AI·<b>핀테크</b>·콘텐츠 성장 축에 두나무의 디지털자산 인프라를 연결, 통합 금융 플랫폼... AI·<b>핀테크</b>·콘텐츠로 이어지는 네이버의 성장 축에 디지털자산 인프라를 직접 연결해 'AI 이후(Post-AI)' 시대를... ","Tue, 14 Oct 2025 14:40:00 +0900"
"&quot;바쁘다 바빠&quot; 네이버, AI·커머스 잡고 <b>핀테크</b>로 기대감 '쑥'",https://www.techm.kr/news/articleView.html?idxno=145313,https://www.techm.kr/news/articleView.html?idxno=145313,여기에 두나무 인수 논의를 통한 웹3 기반 <b>핀테크</b> 영역 확장 의지를 보이면서 성장 동력 확대에 대한 기대감이 커지고 있다. 14일 금융정보업체 에프엔가이드에 따르면 네이버의 올해 3분기 매출과 영업이익 컨센서스... ,"Tue, 14 Oct 2025 14:40:00 +0900"
"하프모어, 누적 투자 35억 원 유치.. “AI 기반 가족 재무 플랫폼 고도화...",https://www.venturesquare.net/1008577,https://www.venturesquare.net/1008577,"실리콘밸리 기반 한인 <b>핀테크</b> 스타트업 하프모어(Halfmore, 대표 이주현)가 10월 추가... 다수 <b>핀테크</b> 기업과 협업도 진행 중이다. 하프모어 이주현 대표는 “이번 투자... ","Tue, 14 Oct 2025 14:39:00 +0900"
"예금보험공사 데이터, 민간에 활짝 열린다",http://www.globalepic.co.kr/view.php?ud=2025101414234345515ebfd494dd_29,http://www.globalepic.co.kr/view.php?ud=2025101414234345515ebfd494dd_29,"이를 통해 금융권은 물론 <b>핀테크</b> 스타트업, 데이터 분석 기업 등 다양한 산업 분야에서 데이터 기반의 신사업 및 상품 개발이 활성화될 것으로 기대된다. 김종현 쿠콘 대표이사는 &quot;이번 협약은 공공데이터와 민간 데이터의... ","Tue, 14 Oct 2025 14:28:00 +0900"
"K-<b>핀테크</b>, '대안신용평가' 모델로 '동남아 금융시장' 노린다",https://economist.co.kr/article/view/ecn202510140047,https://n.news.naver.com/mnews/article/243/0000086320?sid=101,국내 <b>핀테크</b> 기업들이 통신 데이터와 인공지능(AI)을 기반으로 한 '대안신용평가' 모델을 앞세워 아시아 금융... 이러한 기회를 포착한 국내 <b>핀테크</b> 기업들은 각자의 전문성을 바탕으로 현지 기업들과 파트너십을... ,"Tue, 14 Oct 2025 14:28:00 +0900"
"카카오페이증권, 제1회 'AI 해커톤' 시상식 진행",http://www.popcornnews.net/news/articleView.html?idxno=97319,http://www.popcornnews.net/news/articleView.html?idxno=97319,올해 카카오페이증권은 AI 기반 투자정보 서비스를 순차적으로 선보이며 <b>핀테크</b> 증권사로서 기술 중심 혁신을 강화하고 있다. 이형주 카카오페이증권 AI서비스센터장은 &quot;이번 해커톤에서는 일상 업무에 실제로 도움이... ,"Tue, 14 Oct 2025 14:10:00 +0900"
"LG전자 인도법인, 한국 본사 시총 넘본다...공모액 19조원 육박",http://www.newsroad.co.kr/news/articleView.html?idxno=47136,http://www.newsroad.co.kr/news/articleView.html?idxno=47136,"이 중에는 인도 대표 유니콘 '렌즈카트(Lenskart Solutions)', <b>핀테크</b> 기업 'Groww'의 모회사 'Billionbrains Garage Ventures' 등이 포함돼 있는 것으로 전해진다. 시장에선 &quot;LG가 성공하면 올해 IPO 자금조달 규모가 사상 최대인... ","Tue, 14 Oct 2025 14:06:00 +0900"
"삼일PwC, 위벤처스와 스타트업 성장 지원 위한 MOU 체결",https://www.etoday.co.kr/news/view/2514521,https://www.etoday.co.kr/news/view/2514521,"2019년 설립된 위벤처스는 딥테크, 정보통신기술(ICT), 소비재, <b>핀테크</b>, 반도체 등 다양한 분야에서 전문성을 갖춘 파트너들이 활약 중이다. 설립 5년 만에 운용자산 6000억 원을 돌파하며 대형 VC로 성장하고 있다. 이번... ","Tue, 14 Oct 2025 13:48:00 +0900"
"핀다, 새 브랜드 캠페인 'Find at Finda' 선보여",https://www.digitaltoday.co.kr/news/articleView.html?idxno=596795,https://www.digitaltoday.co.kr/news/articleView.html?idxno=596795,<b>핀테크</b> 기업 핀다가 신규 브랜드 캠페인 'Find at Finda(핀다에서 찾는다)'를 시작한다고 14일 밝혔다. 핀다는 88개 금융회사와 제휴한 업계 최대 대출비교 플랫폼 '핀다' 앱 서비스를 운영하며 직업·신용·소득 등 다양한... ,"Tue, 14 Oct 2025 13:34:00 +0900"
"<b>핀테크</b> 스타트업 하프모어, 추가 투자유치…누적 35억원 달성",http://www.edaily.co.kr/news/newspath.asp?newsid=03362006642332920,https://n.news.naver.com/mnews/article/018/0006137812?sid=101,미국 실리콘밸리 소재 한인 <b>핀테크</b> 스타트업 하프모어(Halfmore)가 이번 달 추가 투자 유치에 성공하며 누적... 이를 위해 현재 다수의 <b>핀테크</b> 기업과 협업을 논의하고 있으며 연내 공식 파트너십을 발표할 예정이다.... ,"Tue, 14 Oct 2025 13:33:00 +0900"
"'한국의 보안 DNA' 모니터랩, K-보안 플랫폼 'AIONCLOUD'로 중동시장 정조...",https://kr.aving.net/news/articleView.html?idxno=1804887,https://kr.aving.net/news/articleView.html?idxno=1804887,"이번 전시는 블록체인, AI, <b>핀테크</b>, 스마트시티, 모빌리티 등 첨단 기술 전 분야를 아우르며, 글로벌 투자자와 기술 기업 간의 협업 및 네트워킹의 장으로 자리 잡고 있다. 또한 글로벌 뉴스 네트워크... ","Tue, 14 Oct 2025 13:22:00 +0900"
